Date;AAPL;Tesla;KU2;Facebook
27.11.14;95.65;198.4;59.2;62.11
28.11.14;95.67;196.97;60.82;62.36
01.12.14;95.2;183.85;59.9;60.6
02.12.14;93.05;186.73;61.98;60.84
03.12.14;93.95;186.17;61.66;60.88
04.12.14;93.9;184.3;58.4;61.01
05.12.14;94.01;181.96;58.2;62.33
08.12.14;90.7;173.7;56.82;61.87
09.12.14;91.47;171.55;56.6;61.32
10.12.14;90.44;169.78;55.5;61.92
11.12.14;91.42;172.8;55.6;63.39
12.12.14;89.1;169.52;54.51;63.36
15.12.14;87.22;165.52;55.56;62.27
16.12.14;86.79;160.88;56.4;60.7
17.12.14;86.72;164.2;57.41;61
18.12.14;91.44;174.2;58.6;63.7
19.12.14;91.88;176.93;58.95;64.96
22.12.14;92.08;180.72;59.3;66.8
23.12.14;92.57;180.55;59.3;66.39
29.12.14;94.05;184.49;59.15;65.74
30.12.14;93.5;183.55;58.94;65.7
02.01.15;90.86;180.1;60.9;64.85
05.01.15;89.24;174.81;59.05;64.8
06.01.15;88.55;174.2;58.1;63.34
07.01.15;90.99;179.23;58.04;64.66
08.01.15;94.97;180.1;57.7;66.14
09.01.15;94.01;175.69;58.2;65.8
12.01.15;92.2;169.72;58.51;64.54
13.01.15;93.26;171.95;59.65;65.18
14.01.15;92.13;162.79;59.5;64.41
15.01.15;92.09;165.03;58.75;63.4
16.01.15;91.61;166.1;57.26;64.95
19.01.15;91.65;166.7;57.07;64.58
20.01.15;93.1;163.06;56.65;65.89
21.01.15;94.89;170.6;57.57;66.55
22.01.15;97.94;176.92;59.5;67.91
23.01.15;101.19;180.4;60.42;69.4
26.01.15;100.9;182.94;61.73;69.23
27.01.15;97.7;181.51;59.77;67
28.01.15;103.5;178.2;61.22;68.33
29.01.15;104.51;181;61.05;68.12
30.01.15;105.6;181.45;60.15;67.78
02.02.15;103.23;183.2;61.31;65.55
03.02.15;102.75;190;62.6;65.33
04.02.15;105.29;190.5;62.86;66.48
05.02.15;104.41;194.43;64.55;65.71
06.02.15;105.45;191.63;64.52;66.09
09.02.15;105.4;190.29;62.94;65.85
10.02.15;107.56;192.5;64.46;66.2
11.02.15;110;185.79;67.4;67.43
12.02.15;110.98;176.5;68.76;66.95
13.02.15;110.4;177.15;66.84;66.45
16.02.15;113;182.3;66.93;66.67
17.02.15;111.93;177.64;67;66.89
18.02.15;112.62;180.28;67.37;67.69
19.02.15;113.2;186;67.88;70.03
20.02.15;112.99;189.48;67.87;70.41
23.02.15;116.34;183;67.2;69.75
24.02.15;117;182.25;66.97;69.45
25.02.15;114.82;181;67.35;70.45
26.02.15;116.65;186.6;68.53;71.95
27.02.15;115.8;181.97;69.85;70.6
02.03.15;115.07;176.69;69.55;71.01
03.03.15;115.27;178.3;68.27;70.36
04.03.15;116.55;181;69.22;72.33
05.03.15;114.66;181.96;70.97;73.68
06.03.15;117.12;182.99;71.67;73.9
09.03.15;116.55;175.44;72.91;72.86
10.03.15;116.84;179.15;71.84;72.63
11.03.15;116.89;185;72.17;73.97
12.03.15;117.35;179.2;72.3;74.23
13.03.15;117.68;179.38;74.8;74.25
16.03.15;117.69;185;74.51;73.81
17.03.15;119.93;185;73.98;74.6
18.03.15;119.59;185.01;72.84;75.39
19.03.15;120.51;183.65;73.3;78.19
20.03.15;118.4;182.46;72.87;77.44
23.03.15;116.62;182.03;71.59;77.62
24.03.15;116.28;183.88;71.99;78.2
25.03.15;113.5;177.67;74.13;76.26
26.03.15;114.64;175.64;73.7;76.74
27.03.15;113;166.99;72.01;76.73
30.03.15;116.2;176.38;72.6;76.6
31.03.15;116.78;178.3;71.9;77.45
01.04.15;115.8;175.52;71.68;75.95
02.04.15;114.85;175.9;71.2;75.09
07.04.15;116.88;187.64;70.72;76.63
08.04.15;116.25;192.34;71.35;76
09.04.15;117.62;195.65;70.9;76.74
10.04.15;120;197.27;72.73;77.48
13.04.15;120.38;199.23;73.21;78.92
14.04.15;118.39;193.44;71.67;77.89
15.04.15;118.58;195.5;72.33;77.3
16.04.15;117.5;192.77;69.73;76.64
17.04.15;115.82;190.16;67.85;74.62
20.04.15;119.18;191.38;69.87;77.2
21.04.15;118.34;194.89;70.48;77.76
22.04.15;119.05;205.93;69.2;78.43
23.04.15;119.86;203.13;68.93;77.3
24.04.15;119.72;201.9;69.32;75.82
27.04.15;121.59;214;70.95;75.65
28.04.15;120.6;211.72;68.75;73.96
29.04.15;115.64;207.38;65.6;72.2
30.04.15;112.2;204.69;64.15;71.17
04.05.15;115.81;206;65.94;70.35
05.05.15;112.82;205.98;66.3;68.93
06.05.15;109.2;203.97;69.8;69.13
07.05.15;111.37;203.5;69.23;69.98
08.05.15;113.41;211;69.9;70.09
11.05.15;113.67;216.2;68.89;70.21
12.05.15;112.75;218;67.7;68.86
13.05.15;111.53;215.5;67.29;68.71
14.05.15;113.19;215.15;67.7;71.7
15.05.15;112.3;216.39;66.47;70.22
18.05.15;115.03;220;66.33;71.63
19.05.15;117.34;222.73;69.45;72.46
20.05.15;117.02;219.55;71.52;72.31
21.05.15;117.85;220.9;70.53;72.58
22.05.15;120.55;222.6;70.05;73.34
26.05.15;119.56;229.46;70.1;73.22
27.05.15;121.18;227.32;70.82;73.64
28.05.15;120.33;229.4;73.9;73.28
29.05.15;119.15;228.32;72.2;72.37
01.06.15;120;229.21;72.73;73.14
02.06.15;116.83;222.58;73.09;72.37
03.06.15;115.72;220.37;74.03;73.05
04.06.15;114.87;220;73.48;72.82
05.06.15;115.84;222.25;73.97;73.53
08.06.15;113.3;226.4;73.02;71.39
09.06.15;113.19;227.75;73.43;71.45
10.06.15;113.98;222.67;74.47;72.95
11.06.15;115.17;224.07;74.32;72.9
12.06.15;113.11;224.08;74.2;72.27
15.06.15;112.39;220.97;72.9;71.37
16.06.15;113.25;225;72.2;72.22
17.06.15;112.71;230.98;71.44;72.55
18.06.15;112.45;230.4;71.65;72.71
19.06.15;111.67;230.5;72.7;72.33
22.06.15;112.46;229.76;75.12;74.26
23.06.15;113.86;237.2;76.35;78.14
24.06.15;115;237;75.89;79
25.06.15;114.46;239.36;76.08;78.65
26.06.15;113.45;240.5;75.6;78.72
29.06.15;111.3;232.73;74.43;76.82
30.06.15;112.82;241;74.85;77.49
01.07.15;114.34;243.81;76.59;78.68
02.07.15;113.67;248.21;75.7;78.51
03.07.15;113.6;256.5;75.7;78.64
06.07.15;113.51;251.85;75.93;79.29
07.07.15;114.2;244;76.3;78.14
08.07.15;111.65;233.99;76.4;78.1
09.07.15;110.3;234.85;76.15;78.92
10.07.15;110.57;233;79.65;79.25
13.07.15;113.94;238.17;81.57;81.67
14.07.15;114.69;240.77;78.86;81.49
15.07.15;115.82;240;79.4;82.45
16.07.15;117.73;245.73;81.83;83.29
17.07.15;119.02;253.14;80.75;87.45
20.07.15;121.93;262.47;81.9;90.59
21.07.15;119.94;245.83;80.72;89.59
22.07.15;114.33;244.45;80;88.5
23.07.15;114.5;241.6;80.64;86.74
24.07.15;113;242;80.2;88.4
27.07.15;110.51;229.5;74.8;85.01
28.07.15;111.79;239.4;74.7;85.76
29.07.15;111.14;239;77.37;86.59
30.07.15;111.81;241.75;76.08;86.66
31.07.15;110.08;241.97;78;86.39
03.08.15;108.35;236.5;79.45;85
04.08.15;105.32;241.12;78.37;86.28
05.08.15;105.7;245.07;78;88.4
06.08.15;105.34;224.09;77.38;87.7
07.08.15;105.08;219.02;77.7;85.75
10.08.15;108.63;218.53;79;85.81
11.08.15;103.19;214.9;75.24;84.77
12.08.15;102.87;211.06;75;83.54
13.08.15;104.32;218.5;75.99;84.58
14.08.15;103.46;220.32;75.57;84.41
17.08.15;106;229.27;75.62;84.78
18.08.15;105.9;234;75.02;86.53
19.08.15;104.04;231.99;71.25;85.4
20.08.15;100.83;219.64;68.36;81.98
21.08.15;95.09;208.95;65.67;77
24.08.15;91.41;193.17;65.43;73.27
25.08.15;94.5;197.11;69.4;74.69
26.08.15;94.41;193.75;67.7;74.97
27.08.15;100.37;215.07;71;80
28.08.15;100.68;222;71.19;81.03
31.08.15;101.5;225.44;71;80.15
01.09.15;97.55;214.06;69.2;77.95
02.09.15;98.84;217;70.55;79.11
03.09.15;99.2;225.75;73.47;80.4
04.09.15;97.73;214.88;71.71;78.14
07.09.15;99.2;219.35;73;79.9
08.09.15;99.06;220.78;72.6;79.59
09.09.15;100.4;223.4;72.5;81.68
10.09.15;100.15;221.73;72.8;81.23
11.09.15;99.79;218.18;71.24;80.97
14.09.15;102.37;223.94;71.28;81.7
15.09.15;103.08;224.28;74.92;82.78
16.09.15;102.56;231;76.58;82.45
17.09.15;101.72;232.66;74.44;82.56
18.09.15;100.13;228.39;71.99;83
21.09.15;102.07;234.79;72.2;84.56
22.09.15;101.35;233.04;70.81;82.94
23.09.15;102.06;230.56;71.15;83.6
24.09.15;101.22;230.4;69.89;83.04
25.09.15;103.13;235.36;70.07;84.68
28.09.15;100.88;221.88;68;78.82
29.09.15;98.53;223.59;67.6;77.71
30.09.15;97.97;218.92;68.2;79.49
01.10.15;96.88;213.65;67.66;79.55
02.10.15;97.7;215.82;68.74;80.94
05.10.15;99;223.33;69.8;84.33
06.10.15;98.9;210.5;70.1;82.31
07.10.15;98.12;208.54;68.34;81.74
08.10.15;96.2;200;67.99;80.66
09.10.15;98.28;195.12;65.74;82.21
12.10.15;98.42;191.51;65.45;82.66
13.10.15;98.29;192.78;65;82.8
14.10.15;96.44;192.41;64.66;82.76
15.10.15;98;191.63;65.46;84.1
16.10.15;97.41;198.36;65.75;85.06
19.10.15;98.23;200.75;65.93;86.47
20.10.15;99.96;181.46;66.67;85.28
21.10.15;101.22;184.96;69.9;86.5
22.10.15;103.34;191.86;71.33;88.85
23.10.15;107.85;190.44;73.9;93.4
26.10.15;104.3;194.42;74.61;94.03
27.10.15;104.24;189.74;74.1;94.15
28.10.15;108.27;191.2;76.9;94.69
29.10.15;109.86;193.52;76.9;95.51
30.10.15;108.84;188.56;76.61;92.69
02.11.15;109.7;195.01;77.44;93.46
03.11.15;112.41;193.08;77.85;94.09
04.11.15;112.28;212.96;78.1;95.23
05.11.15;111.05;212.39;78.2;100.4
06.11.15;112.86;215.7;78.7;99.84
09.11.15;112.05;210.99;78.77;99.01
10.11.15;108.97;205.13;79.88;100.9
11.11.15;108.85;198.8;78.49;102.09
12.11.15;107.53;201.14;77.9;100.99
13.11.15;105.49;196.64;77.52;98.45
16.11.15;106.6;200;77.9;95.97
17.11.15;107.38;201.01;77.95;99.24
18.11.15;109.52;205.24;78.09;100.15
19.11.15;111.3;208.04;78.6;99.47
20.11.15;111.89;204.76;78.2;101.2
23.11.15;111.25;204.13;78.26;100.59
24.11.15;111.44;204.48;77.8;98.99
25.11.15;111.44;215.62;79.82;99.47
26.11.15;111.5;215.93;81;100.17
27.11.15;111.21;217.02;81;99.32
30.11.15;112.46;218.32;83.45;98.2
01.12.15;110.43;222.58;82.94;100.09
02.12.15;111.49;222.29;81.86;101.5
03.12.15;105.21;214.55;80.28;94.89
04.12.15;109.46;212.26;81.35;97.57
07.12.15;108.97;214.24;85.45;96.73
08.12.15;108.02;208.35;84.3;97.66
09.12.15;105.17;201;82.71;94.47
10.12.15;106.15;207.95;83.25;96.75
11.12.15;103.26;200.5;81.9;93.93
14.12.15;101.4;199.11;82.3;93.78
15.12.15;102.28;202.05;82.96;96.91
16.12.15;99.91;208.73;82.86;95.79
17.12.15;101.96;219.14;83.2;99.31
18.12.15;98.84;217.01;81.85;96.76
21.12.15;98.24;214.16;81;95.5
22.12.15;97.7;210.5;80.48;95.59
23.12.15;99.82;212.02;81.24;95.73
28.12.15;97.71;206.2;81.4;95.23
29.12.15;99.75;213.5;83.21;98.21
30.12.15;99.5;217.38;82.42;97.67
04.01.16;96.67;207.11;79.75;94.15
05.01.16;96.61;207.12;78.68;96.05
06.01.16;93.4;201.5;78.3;95.73
07.01.16;89.7;196.68;76.77;89.67
08.01.16;90.45;194.33;77.44;90.94
11.01.16;89.79;186.69;77.27;87.64
12.01.16;91.77;190.5;79.2;91.09
13.01.16;90.8;186;77.29;89.5
14.01.16;91.38;188.47;75.1;89.4
15.01.16;88.78;184.36;74.5;86.61
18.01.16;89.1;189.37;73.2;86.74
19.01.16;87.99;188.96;76.2;87.01
20.01.16;86.69;175.2;69.94;85.24
21.01.16;89.4;184.26;70.69;87.75
22.01.16;92.65;186.16;71.15;90.29
25.01.16;92.9;186.09;72.76;91
26.01.16;92.23;179.04;71.57;89.57
27.01.16;87.35;176.06;73.1;89.08
28.01.16;85.53;170;68.3;99.3
29.01.16;89.33;177;71.3;103.33
01.02.16;88.27;180.35;72.45;106
02.02.16;87.03;167.81;72.01;105.11
03.02.16;85.1;154.76;72.1;98.8
04.02.16;85.99;156.85;77.45;98.28
05.02.16;85;143;78.01;93.4
08.02.16;84.1;132.09;72.9;88.24
09.02.16;83.6;129.59;76;86.73
10.02.16;85.1;131.66;77.12;91.8
11.02.16;82.31;136.41;76.5;88.35
12.02.16;83.2;131.43;76.25;90.31
15.02.16;85.9;139.79;80.1;93.59
16.02.16;86.43;139.67;79.5;90.75
17.02.16;87.81;150.8;81;93.93
18.02.16;86.95;149.19;81.19;93.21
19.02.16;86.53;149.2;79.79;93.78
22.02.16;87.41;160.54;82.16;97.97
23.02.16;86.17;161.16;81.15;95.89
24.02.16;86.08;159.9;79.3;95.11
25.02.16;86.85;167.04;79.15;97.5
26.02.16;88.82;172.69;80.4;98.2
29.02.16;89.82;176.6;85.29;99.56
01.03.16;92.5;176.02;85.5;100.67
02.03.16;92.2;172.16;83.8;100.6
03.03.16;92.43;176.05;85.22;99.7
04.03.16;94.1;184.94;87.9;99
07.03.16;92.22;188.8;88.62;96.76
08.03.16;92.28;187.49;87.5;96.65
09.03.16;91.68;189.95;87.1;97.2
10.03.16;89.69;181.9;87.17;94.99
11.03.16;91.23;186.17;87.5;97.5
14.03.16;92.4;195;88.6;99.4
15.03.16;94.29;195.12;88.48;99.3
16.03.16;94.76;198.28;89.6;99.95
17.03.16;93.7;200.51;89.56;98
18.03.16;93.98;207.16;88;98.88
21.03.16;93.95;212;88.28;98.99
22.03.16;95.3;210.94;88.65;100.49
23.03.16;95;201.8;90;100.77
24.03.16;94.34;204.29;89.4;100.69
29.03.16;95.35;203.16;91;102.27
30.03.16;96.56;200.81;92.4;101.61
31.03.16;96.03;207.42;92.16;100.46
01.04.16;96.21;207.74;91.5;101.67
04.04.16;97.98;219.1;90.9;99.01
05.04.16;96.42;224.8;90.56;99.12
06.04.16;96.6;231.2;91.4;99.51
07.04.16;96;226.94;90.75;99.94
08.04.16;95.45;218.67;92.5;96.49
11.04.16;96.35;219.35;90.64;96.3
12.04.16;96.61;215.26;91.16;97.29
13.04.16;99.2;223.48;91.5;95
14.04.16;99.59;223.05;93.47;98.37
15.04.16;97.69;222.52;91.2;97.09
18.04.16;94.65;224.3;93.45;96.78
19.04.16;93.43;217.35;93.88;96.74
20.04.16;95.3;223.28;95.3;99.44
21.04.16;93.83;220;93.05;100.8
22.04.16;93.69;223.8;91.34;98.44
25.04.16;93.27;224.68;93.02;97.37
26.04.16;92.63;225;88.6;96.17
27.04.16;86.3;221.94;88.78;94.47
28.04.16;85.45;223.11;87.7;103.14
29.04.16;81.6;207.82;86.35;102
02.05.16;80.47;207.32;89.05;102.01
03.05.16;82.82;204.82;89.3;102.42
04.05.16;81.8;193.3;87.38;102.56
05.05.16;81.44;185.95;87.6;103.35
06.05.16;80.99;186.41;87.2;104.51
09.05.16;81.58;182.05;87.53;105.14
10.05.16;81.93;182.79;87.72;105.54
11.05.16;81.33;187.64;87.15;104.69
12.05.16;79.26;180.8;86.17;105.11
13.05.16;80.44;184;86.6;106.53
17.05.16;82.73;182.92;97;104.23
18.05.16;84.3;188.2;103.83;104.64
19.05.16;83.98;187.8;106.86;103.94
20.05.16;84.93;194.85;107.68;105.09
23.05.16;86.23;195.69;109.28;103.94
24.05.16;87.83;195.61;109.5;105.45
25.05.16;89.22;197.58;109.06;105.65
26.05.16;89.5;199.99;108;106.7
27.05.16;89.8;201.64;107.33;107
30.05.16;90.2;202.15;106.1;107.7
31.05.16;89.53;200.23;105.2;106.52
01.06.16;88.5;196.75;108;106.27
02.06.16;87.22;195.98;107.6;106.49
03.06.16;86.61;193;107.6;104.6
06.06.16;87.12;193.75;108.12;104.65
07.06.16;87.57;204.9;108.14;104.15
08.06.16;86.69;205.8;107.5;103.8
09.06.16;88.05;206.61;108.55;104.69
10.06.16;87.92;195;105.8;104.19
13.06.16;86.35;196;105.8;100.52
14.06.16;86.52;190.92;104.99;101.88
15.06.16;87.15;197.19;106.54;102.31
16.06.16;86.46;193.82;108.9;101.37
17.06.16;84.97;193.3;107.5;100.51
20.06.16;84.9;195.4;107.48;101.04
21.06.16;85;195;106.4;101.43
22.06.16;84.65;177.49;105.84;100.83
23.06.16;84.25;172.27;107.5;100.88
24.06.16;83.96;171.39;107.6;101.4
27.06.16;83.32;177.21;106.9;98.99
28.06.16;84.07;182.1;107.04;101.42
29.06.16;84.94;188.18;106.35;102.77
30.06.16;86.36;191;107.6;103.3
01.07.16;86.21;191;106.87;102.76
04.07.16;86.37;187;107.95;102.93
05.07.16;85.23;189.67;107.3;102.25
