date,index_level
2014-09-09 00:00:00,381.293618215
2014-09-10 00:00:00,375.309697865
2014-09-11 00:00:00,374.559381993
2014-09-12 00:00:00,377.303869014
2014-09-15 00:00:00,361.24296502
2014-09-16 00:00:00,365.634435727
2014-09-17 00:00:00,366.63898208
2014-09-18 00:00:00,370.755322627
2014-09-19 00:00:00,370.956481395
2014-09-22 00:00:00,366.366419195
2014-09-23 00:00:00,369.555473598
2014-09-24 00:00:00,371.331938624
2014-09-25 00:00:00,367.356474448
2014-09-26 00:00:00,369.227311328
2014-09-29 00:00:00,371.50268801
2014-09-30 00:00:00,371.462085364
2014-10-01 00:00:00,362.843376725
2014-10-02 00:00:00,365.147537988
2014-10-06 00:00:00,373.723135669
2014-10-07 00:00:00,369.022927062
2014-10-08 00:00:00,364.882460941
2014-10-09 00:00:00,365.907858571
2014-10-10 00:00:00,359.258600236
2014-10-13 00:00:00,352.455248065
2014-10-14 00:00:00,351.125516717
2014-10-15 00:00:00,337.57572622
2014-10-16 00:00:00,344.113252564
2014-10-17 00:00:00,352.458828618
2014-10-20 00:00:00,354.445736503
2014-10-21 00:00:00,364.198960684
2014-10-22 00:00:00,367.338431905
2014-10-23 00:00:00,372.788474411
2014-10-24 00:00:00,369.849414694
2014-10-27 00:00:00,364.705728343
2014-10-28 00:00:00,375.085100726
2014-10-29 00:00:00,372.785312183
2014-10-30 00:00:00,371.781275748
2014-10-31 00:00:00,376.307775996
2014-11-03 00:00:00,380.426494627
2014-11-04 00:00:00,377.715493176
2014-11-05 00:00:00,381.677697441
2014-11-06 00:00:00,391.950505205
2014-11-07 00:00:00,388.413391158
2014-11-10 00:00:00,391.440615469
2014-11-11 00:00:00,390.632810704
2014-11-12 00:00:00,393.898019113
2014-11-13 00:00:00,395.958877756
2014-11-14 00:00:00,398.940808583
2014-11-17 00:00:00,400.340718431
2014-11-18 00:00:00,402.310011031
2014-11-19 00:00:00,399.8329522
2014-11-20 00:00:00,401.594822978
2014-11-21 00:00:00,404.958243684
2014-11-24 00:00:00,412.751048277
2014-11-25 00:00:00,409.784105683
2014-11-26 00:00:00,408.659462748
2014-11-27 00:00:00,411.695827624
2014-11-28 00:00:00,414.31766659
2014-12-01 00:00:00,402.853336948
2014-12-02 00:00:00,405.949002226
2014-12-03 00:00:00,406.180540768
2014-12-04 00:00:00,399.614810933
2014-12-05 00:00:00,400.406902255
2014-12-08 00:00:00,389.445186807
2014-12-09 00:00:00,387.963690708
2014-12-10 00:00:00,384.96885249
2014-12-11 00:00:00,390.135408214
2014-12-12 00:00:00,383.939228073
2014-12-15 00:00:00,379.958080053
2014-12-16 00:00:00,376.128433406
2014-12-17 00:00:00,379.963899163
2014-12-18 00:00:00,396.697209977
2014-12-19 00:00:00,401.217040378
2014-12-22 00:00:00,406.93781688
2014-12-23 00:00:00,406.73113402
2014-12-29 00:00:00,408.980621315
2014-12-30 00:00:00,407.464641537
2015-01-02 00:00:00,404.915462461
2015-01-05 00:00:00,397.135666932
2015-01-06 00:00:00,391.972889308
2015-01-07 00:00:00,399.227333694
2015-01-08 00:00:00,405.941610955
2015-01-09 00:00:00,403.043822123
2015-01-12 00:00:00,396.581157772
2015-01-13 00:00:00,401.942034285
2015-01-14 00:00:00,394.669312764
2015-01-15 00:00:00,392.722946134
2015-01-16 00:00:00,392.597116038
2015-01-19 00:00:00,391.988721246
2015-01-20 00:00:00,393.240674887
2015-01-21 00:00:00,401.654307475
2015-01-22 00:00:00,413.835259896
2015-01-23 00:00:00,423.267174967
2015-01-26 00:00:00,426.237714178
2015-01-27 00:00:00,414.794197043
2015-01-28 00:00:00,424.452665897
2015-01-29 00:00:00,426.305173262
2015-01-30 00:00:00,425.585327646
2015-02-02 00:00:00,422.186259366
2015-02-03 00:00:00,426.9062221
2015-02-04 00:00:00,432.351779723
2015-02-05 00:00:00,435.031098497
2015-02-06 00:00:00,435.401029347
2015-02-09 00:00:00,431.480548145
2015-02-10 00:00:00,438.266598796
2015-02-11 00:00:00,444.986711537
2015-02-12 00:00:00,443.184877167
2015-02-13 00:00:00,438.608692931
2015-02-16 00:00:00,444.562016602
2015-02-17 00:00:00,441.572094705
2015-02-18 00:00:00,445.608606508
2015-02-19 00:00:00,453.80446452
2015-02-20 00:00:00,455.874561621
2015-02-23 00:00:00,454.190154386
2015-02-24 00:00:00,453.66169005
2015-02-25 00:00:00,452.925288239
2015-02-26 00:00:00,462.279322879
2015-02-27 00:00:00,459.20016448
2015-03-02 00:00:00,455.941510768
2015-03-03 00:00:00,453.603390684
2015-03-04 00:00:00,461.286233838
2015-03-05 00:00:00,464.970792972
2015-03-06 00:00:00,469.84224541
2015-03-09 00:00:00,466.017780155
2015-03-10 00:00:00,465.870163039
2015-03-11 00:00:00,471.57185095
2015-03-12 00:00:00,469.914196212
2015-03-13 00:00:00,474.860616486
2015-03-16 00:00:00,476.37684893
2015-03-17 00:00:00,479.24253564
2015-03-18 00:00:00,478.131731647
2015-03-19 00:00:00,483.91791216
2015-03-20 00:00:00,478.971723628
2015-03-23 00:00:00,474.779348207
2015-03-24 00:00:00,476.966779202
2015-03-25 00:00:00,471.4434127
2015-03-26 00:00:00,471.752898221
2015-03-27 00:00:00,462.660690663
2015-03-30 00:00:00,471.67393865
2015-03-31 00:00:00,473.410618571
2015-04-01 00:00:00,468.098131958
2015-04-02 00:00:00,464.950157141
2015-04-07 00:00:00,474.634206337
2015-04-08 00:00:00,476.310794935
2015-04-09 00:00:00,479.877380158
2015-04-10 00:00:00,487.815085465
2015-04-13 00:00:00,492.418887219
